timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current
1620407735.476,0,0,0,1919,30591,36,33,35.89,16
1620407735.479,1,0,0,1919,30591,34,34,37.86,16
1620407735.582,0,0,0,1919,30591,36,33,35.9,16
1620407735.585,1,0,0,1919,30591,34,33,37.87,16
1620407735.688,0,0,0,1919,30591,36,33,35.9,16
1620407735.691,1,0,0,1919,30591,34,34,37.78,16
1620407735.794,0,0,0,1919,30591,36,32,35.9,16
1620407735.797,1,0,0,1919,30591,34,34,37.87,16
1620407735.902,0,0,0,1919,30591,36,32,35.9,16
1620407735.905,1,0,0,1919,30591,34,34,37.87,16
1620407736.008,0,0,0,1919,30591,36,33,35.9,16
1620407736.011,1,0,0,1919,30591,34,33,37.87,16
1620407736.113,0,0,0,1919,30591,36,32,35.9,16
1620407736.116,1,0,0,1919,30591,34,34,37.87,16
1620407736.222,0,0,0,1919,30591,36,33,35.9,16
1620407736.225,1,0,0,1919,30591,34,34,37.87,16
1620407736.328,0,0,0,1919,30591,36,33,35.9,16
1620407736.331,1,0,0,1919,30591,34,33,37.87,16
1620407736.433,0,0,0,1919,30591,36,33,35.9,16
1620407736.436,1,0,0,1919,30591,34,33,37.88,16
1620407736.539,0,0,0,1919,30591,36,33,35.92,16
1620407736.545,1,0,0,1919,30591,34,34,37.9,16
1620407736.648,0,0,0,1919,30591,36,33,35.92,16
1620407736.651,1,0,0,1919,30591,34,34,37.8,16
1620407736.754,0,0,0,1919,30591,36,33,35.92,16
1620407736.757,1,0,0,1919,30591,34,34,37.8,16
1620407736.86,0,0,0,1919,30591,36,33,35.89,16
1620407736.866,1,0,0,1919,30591,34,34,37.87,16
1620407736.968,0,0,0,1919,30591,36,33,35.9,16
1620407736.971,1,0,0,1919,30591,34,34,37.87,16
1620407737.074,0,0,0,1919,30591,36,33,35.92,16
1620407737.077,1,0,0,1919,30591,34,34,37.9,16
1620407737.18,0,0,0,1919,30591,36,33,35.82,16
1620407737.186,1,0,0,1919,30591,34,33,37.9,16
1620407737.289,0,0,0,1919,30591,36,33,35.92,16
1620407737.293,1,0,0,1919,30591,34,34,37.9,16
1620407737.396,0,0,0,1919,30591,36,33,35.9,16
1620407737.399,1,0,0,1919,30591,34,34,37.78,16
1620407737.501,0,0,0,1919,30591,36,33,35.82,16
1620407737.507,1,0,0,1919,30591,34,33,37.9,16
1620407737.61,0,0,0,1919,30591,36,33,35.9,16
1620407737.613,1,0,0,1919,30591,34,33,37.78,16
1620407737.716,0,0,0,1919,30591,36,33,35.92,16
1620407737.718,1,0,0,1919,30591,34,34,37.9,16
1620407737.821,0,0,0,1919,30591,36,33,35.9,16
1620407737.824,1,0,0,1919,30591,34,34,37.87,16
1620407737.928,0,0,0,1919,30591,36,33,35.9,16
1620407737.931,1,0,0,1919,30591,34,34,37.87,16
1620407738.034,0,0,0,1919,30591,36,33,35.91,16
1620407738.037,1,0,0,1919,30591,34,34,37.79,16
1620407738.14,0,0,0,1919,30591,36,33,35.92,16
1620407738.143,1,0,0,1919,30591,35,34,37.9,16
1620407738.248,0,0,0,1919,30591,36,33,35.92,16
1620407738.25,1,0,0,1919,30591,35,34,37.9,16
1620407738.353,0,0,0,1919,30591,36,33,35.92,16
1620407738.356,1,0,0,1919,30591,34,33,37.9,16
1620407738.459,0,0,0,1919,30591,36,33,35.91,16
1620407738.462,1,0,0,1919,30591,34,34,37.78,16
1620407738.565,0,0,0,1919,30591,36,33,35.9,16
1620407738.569,1,0,0,1919,30591,35,34,37.87,16
1620407738.672,0,0,0,1919,30591,36,33,35.9,16
1620407738.675,1,0,0,1919,30591,35,34,37.87,16
1620407738.778,0,0,0,1919,30591,36,33,35.9,16
1620407738.781,1,0,0,1919,30591,35,34,37.87,16
1620407738.883,0,0,0,1919,30591,36,33,35.9,16
1620407738.886,1,0,0,1919,30591,35,34,37.88,16
1620407738.989,0,0,0,1919,30591,36,33,35.9,16
1620407738.992,1,0,0,1919,30591,34,34,37.88,16
1620407739.095,0,0,0,1919,30591,36,33,35.9,16
1620407739.098,1,0,0,1919,30591,35,34,37.87,16
1620407739.201,0,0,0,1919,30591,36,33,35.8,16
1620407739.204,1,0,0,1919,30591,35,34,37.87,16
1620407739.31,0,0,0,1919,30591,36,33,35.9,16
1620407739.312,1,0,0,1919,30591,34,34,37.87,16
1620407739.415,0,0,0,1919,30591,36,33,35.91,16
1620407739.418,1,0,0,1919,30591,35,34,37.89,16
1620407739.521,0,0,0,1919,30591,36,33,35.92,16
1620407739.524,1,0,0,1919,30591,34,34,37.81,16
1620407739.627,0,0,0,1919,30591,36,33,35.92,16
1620407739.631,1,0,0,1919,30591,34,34,37.9,16
1620407739.734,0,0,0,1919,30591,36,33,35.9,16
1620407739.737,1,0,0,1919,30591,35,34,37.87,16
1620407739.84,0,0,0,1919,30591,36,33,35.8,16
1620407739.843,1,0,0,1919,30591,35,34,37.87,16
1620407739.946,0,0,0,1919,30591,36,33,35.8,16
1620407739.949,1,0,0,1919,30591,35,34,37.87,16
1620407740.051,0,0,0,1919,30591,36,33,35.8,16
1620407740.054,1,0,0,1919,30591,35,34,37.87,16
1620407740.157,0,0,0,1919,30591,36,33,35.92,16
1620407740.16,1,0,0,1919,30591,35,34,37.78,16
1620407740.263,0,0,0,1919,30591,36,33,35.92,16
1620407740.266,1,0,0,1919,30591,35,34,37.9,16
1620407740.372,0,0,0,1919,30591,36,33,35.9,16
1620407740.375,1,0,0,1919,30591,35,34,37.78,16
1620407740.478,0,0,0,1919,30591,36,33,35.92,16
1620407740.481,1,0,0,1919,30591,35,34,37.79,16
1620407740.583,0,0,0,1919,30591,36,33,35.9,16
1620407740.586,1,0,0,1919,30591,35,34,37.78,16
1620407740.689,0,0,0,1919,30591,36,33,35.91,16
1620407740.694,1,0,0,1919,30591,35,34,37.9,16
1620407740.797,0,0,0,1919,30591,36,33,35.9,16
1620407740.8,1,0,0,1919,30591,35,34,37.87,16
1620407740.903,0,0,0,1919,30591,36,33,35.9,16
1620407740.905,1,0,0,1919,30591,35,34,37.87,16
1620407741.008,0,0,0,1919,30591,36,33,35.92,16
1620407741.011,1,0,0,1919,30591,35,34,37.9,16
1620407741.114,0,0,0,1919,30591,36,33,35.9,16
1620407741.117,1,0,0,1919,30591,35,34,37.88,16
1620407741.22,0,0,0,1919,30591,36,33,35.9,16
1620407741.223,1,0,0,1919,30591,35,34,37.87,16
1620407741.325,0,0,0,1919,30591,36,33,35.91,16
1620407741.328,1,0,0,1919,30591,35,34,37.89,16
1620407741.436,0,0,0,1919,30591,36,33,35.92,16
1620407741.439,1,0,0,1919,30591,35,34,37.9,16
1620407741.542,0,0,0,1919,30591,36,33,35.91,16
1620407741.545,1,0,0,1919,30591,35,34,37.9,16
1620407741.648,0,0,0,1919,30591,36,33,35.92,16
1620407741.651,1,0,0,1919,30591,35,34,37.9,16
1620407741.755,0,0,0,1919,30591,36,33,35.92,16
1620407741.758,1,0,0,1919,30591,35,34,37.9,16
1620407741.861,0,0,0,1919,30591,36,33,35.91,16
1620407741.864,1,0,0,1919,30591,35,34,37.89,16
1620407741.967,0,0,0,1919,30591,36,33,35.9,16
1620407741.97,1,0,0,1919,30591,35,34,37.87,16
1620407742.073,0,0,0,1919,30591,36,33,35.9,16
1620407742.076,1,0,0,1919,30591,35,34,37.87,16
1620407742.179,0,0,0,1919,30591,36,33,35.92,16
1620407742.182,1,0,0,1919,30591,35,34,37.9,16
1620407742.285,0,0,0,1919,30591,36,33,35.92,16
1620407742.288,1,0,0,1919,30591,35,34,37.81,16
1620407742.391,0,0,0,1919,30591,36,33,35.9,16
1620407742.393,1,0,0,1919,30591,35,34,37.87,16
1620407742.497,0,0,0,1919,30591,36,33,35.9,16
1620407742.502,1,0,0,1919,30591,35,34,37.88,16
1620407742.604,0,0,0,1919,30591,36,33,35.9,16
1620407742.607,1,0,0,1919,30591,35,34,37.87,16
1620407742.71,0,0,0,1919,30591,36,33,35.89,16
1620407742.713,1,0,0,1919,30591,35,34,37.86,16
1620407742.817,0,0,0,1919,30591,36,33,35.91,16
1620407742.82,1,0,0,1919,30591,35,34,37.9,16
1620407742.923,0,0,0,1919,30591,36,33,35.9,16
1620407742.926,1,0,0,1919,30591,35,34,37.87,16
1620407743.029,0,0,0,1919,30591,36,33,35.9,16
1620407743.032,1,0,0,1919,30591,35,34,37.87,16
1620407743.135,0,0,0,1919,30591,36,33,35.9,16
1620407743.139,1,0,0,1919,30591,35,34,37.87,16
1620407743.242,0,0,0,1919,30591,36,33,35.92,16
1620407743.245,1,0,0,1919,30591,35,34,37.9,16
1620407743.347,0,0,0,1919,30591,36,33,35.9,16
1620407743.35,1,0,0,1919,30591,35,34,37.87,16
1620407743.453,0,0,0,1919,30591,36,33,35.9,16
1620407743.459,1,0,0,1919,30591,35,34,37.87,16
1620407743.562,0,0,0,1919,30591,36,33,35.9,16
1620407743.565,1,0,0,1919,30591,35,34,37.87,16
1620407743.668,0,0,0,1919,30591,36,33,35.9,16
1620407743.671,1,0,0,1919,30591,35,34,37.88,16
1620407743.773,0,0,0,1919,30591,36,33,35.9,16
1620407743.776,1,0,0,1919,30591,35,34,37.87,16
1620407743.881,0,0,0,1919,30591,36,33,35.9,16
1620407743.884,1,0,0,1919,30591,35,34,37.87,16
1620407743.987,0,0,0,1919,30591,36,33,35.9,16
1620407743.989,1,0,0,1919,30591,35,34,37.87,16
1620407744.092,0,0,0,1919,30591,36,33,35.9,16
1620407744.095,1,0,0,1919,30591,35,34,37.87,16
1620407744.198,0,0,0,1919,30591,36,33,35.9,16
1620407744.201,1,0,0,1919,30591,35,34,37.87,16
1620407744.304,0,0,0,1919,30591,36,33,35.9,16
1620407744.307,1,0,0,1919,30591,35,34,37.87,16
1620407744.41,0,0,0,1919,30591,36,33,35.9,16
1620407744.412,1,0,0,1919,30591,35,34,37.87,16
1620407744.515,0,0,0,1919,30591,36,33,35.89,16
1620407744.521,1,0,0,1919,30591,35,34,37.78,16
1620407744.624,0,0,0,1919,30591,36,33,35.91,16
1620407744.627,1,0,0,1919,30591,35,34,37.87,16
1620407744.73,0,0,0,1919,30591,36,33,35.9,16
1620407744.733,1,0,0,1919,30591,35,34,37.87,16
1620407744.836,0,0,0,1919,30591,36,33,35.91,16
1620407744.839,1,0,0,1919,30591,35,34,37.89,16
1620407744.944,0,0,0,1919,30591,36,33,35.91,16
1620407744.947,1,0,0,1919,30591,35,34,37.9,16
1620407745.05,0,0,0,1919,30591,36,33,35.89,16
1620407745.053,1,0,0,1919,30591,35,34,37.86,16
1620407745.156,0,0,0,1919,30591,36,33,35.9,16
1620407745.158,1,0,0,1919,30591,35,34,37.87,16
1620407745.264,0,0,0,1919,30591,36,33,35.9,16
1620407745.267,1,0,0,1919,30591,35,34,37.89,16
1620407745.37,0,0,0,1919,30591,36,33,35.9,16
1620407745.373,1,0,0,1919,30591,35,34,37.87,16
1620407745.475,0,0,0,1919,30591,36,33,35.92,16
1620407745.478,1,0,0,1919,30591,35,34,37.9,16
1620407745.584,0,0,0,1919,30591,36,33,35.92,16
1620407745.587,1,0,0,1919,30591,35,34,37.9,16
1620407745.69,0,0,0,1919,30591,36,33,35.9,16
1620407745.693,1,0,0,1919,30591,35,34,37.87,16
1620407745.796,0,0,0,1919,30591,36,33,35.92,16
1620407745.799,1,0,0,1919,30591,35,34,37.9,16
1620407745.902,0,0,0,1919,30591,36,33,35.9,16
1620407745.904,1,0,0,1919,30591,35,34,37.87,16
1620407746.007,0,0,0,1919,30591,36,33,35.9,16
1620407746.01,1,0,0,1919,30591,35,34,37.87,16
1620407746.113,0,0,0,1919,30591,36,33,35.91,16
1620407746.116,1,0,0,1919,30591,35,34,37.89,16
1620407746.219,0,0,0,1919,30591,36,33,35.93,16
1620407746.222,1,0,0,1919,30591,35,34,37.81,16
1620407746.326,0,0,0,1919,30591,36,33,35.93,16
1620407746.329,1,0,0,1919,30591,35,34,37.91,16
1620407746.432,0,0,0,1919,30591,36,33,35.92,16
1620407746.435,1,0,0,1919,30591,35,34,37.8,16
1620407746.538,0,0,0,1919,30591,36,33,35.9,16
1620407746.541,1,0,0,1919,30591,35,34,37.88,16
1620407746.644,0,0,0,1919,30591,36,33,35.9,16
1620407746.646,1,0,0,1919,30591,35,34,37.89,16
1620407746.75,0,0,0,1919,30591,36,33,35.92,16
1620407746.753,1,0,0,1919,30591,35,34,37.9,16
1620407746.856,0,0,0,1919,30591,36,33,35.9,16
1620407746.859,1,0,0,1919,30591,35,34,37.87,16
1620407746.962,0,0,0,1919,30591,36,33,35.92,16
1620407746.966,1,0,0,1919,30591,35,34,37.89,16
1620407747.071,0,0,0,1919,30591,36,33,35.9,16
1620407747.074,1,0,0,1919,30591,35,34,37.89,16
1620407747.177,0,0,0,1919,30591,36,33,35.9,16
1620407747.18,1,0,0,1919,30591,35,34,37.89,16
1620407747.282,0,0,0,1919,30591,36,33,35.9,16
1620407747.287,1,0,0,1919,30591,35,34,37.97,16
1620407747.392,0,0,0,1919,30591,36,33,35.9,16
1620407747.395,1,0,0,1919,30591,35,34,37.87,16
1620407747.498,0,0,0,1919,30591,36,33,35.91,16
1620407747.5,1,0,0,1919,30591,35,34,37.88,16
1620407747.603,0,0,0,1919,30591,36,33,35.91,16
1620407747.608,1,0,0,1919,30591,35,34,37.89,16
1620407747.714,0,0,0,1919,30591,36,33,35.9,16
1620407747.717,1,0,0,1919,30591,35,34,37.87,16
1620407747.819,0,0,0,1919,30591,36,33,35.9,16
1620407747.822,1,0,0,1919,30591,35,34,37.87,16
1620407747.925,0,0,0,1919,30591,36,33,35.9,16
1620407747.929,1,0,0,1919,30591,35,34,37.87,16
1620407748.031,0,0,0,1919,30591,36,33,35.92,16
1620407748.034,1,0,0,1919,30591,35,34,37.9,16
1620407748.137,0,0,0,1919,30591,36,33,35.9,16
1620407748.14,1,0,0,1919,30591,35,34,37.87,16
1620407748.243,0,0,0,1919,30591,36,33,35.9,16
1620407748.249,1,0,0,1919,30591,35,34,37.87,16
1620407748.352,0,0,0,1919,30591,36,33,35.9,16
1620407748.355,1,0,0,1919,30591,35,34,37.87,16
1620407748.463,0,0,0,1919,30591,36,33,35.92,16
1620407748.466,1,0,0,1919,30591,35,34,37.9,16
1620407748.568,0,0,0,1919,30591,36,33,35.9,16
1620407748.571,1,0,0,1919,30591,35,34,37.87,16
1620407748.674,0,0,0,1919,30591,36,33,35.92,16
1620407748.677,1,0,0,1919,30591,35,34,37.89,16
1620407748.783,0,0,0,1919,30591,36,33,35.92,16
1620407748.786,1,0,0,1919,30591,35,34,37.9,16
1620407748.889,0,0,0,1919,30591,36,33,35.9,16
1620407748.892,1,0,0,1919,30591,35,34,37.87,16
1620407748.994,0,0,0,1919,30591,36,33,35.9,16
1620407748.998,1,0,0,1919,30591,35,34,37.87,16
1620407749.1,0,0,0,1919,30591,36,33,35.9,16
1620407749.103,1,0,0,1919,30591,35,34,37.87,16
1620407749.206,0,0,0,1919,30591,36,33,35.91,16
1620407749.211,1,0,0,1919,30591,35,34,37.88,16
1620407749.314,0,0,0,1919,30591,36,33,35.91,16
1620407749.317,1,0,0,1919,30591,35,34,37.87,16
1620407749.42,0,0,0,1919,30591,36,33,35.9,16
1620407749.423,1,0,0,1919,30591,35,34,37.87,16
1620407749.526,0,0,0,1919,30591,36,33,35.89,16
1620407749.532,1,0,0,1919,30591,35,34,37.87,16
1620407749.634,0,0,0,1919,30591,36,33,35.9,16
1620407749.637,1,0,0,1919,30591,35,34,37.87,16
1620407749.74,0,0,0,1919,30591,36,33,35.89,16
1620407749.743,1,0,0,1919,30591,35,34,37.85,16
1620407749.846,0,0,0,1919,30591,36,33,35.92,16
1620407749.849,1,0,0,1919,30591,35,34,37.9,16
1620407749.951,0,0,0,1919,30591,36,33,35.9,16
1620407749.954,1,0,0,1919,30591,35,34,37.87,16
1620407750.058,0,0,0,1919,30591,36,33,35.9,16
1620407750.061,1,0,0,1919,30591,35,34,37.87,16
1620407750.164,0,0,0,1919,30591,36,33,35.92,16
1620407750.167,1,0,0,1919,30591,35,34,37.9,16
1620407750.27,0,0,0,1919,30591,36,33,35.92,16
1620407750.273,1,0,0,1919,30591,35,34,37.9,16
1620407750.376,0,0,0,1919,30591,36,33,35.9,16
1620407750.379,1,0,0,1919,30591,35,34,37.87,16
1620407750.487,0,0,0,1919,30591,36,33,35.89,16
1620407750.49,1,0,0,1919,30591,35,34,37.87,16
1620407750.593,0,0,0,1919,30591,36,33,35.92,16
1620407750.596,1,0,0,1919,30591,35,34,37.89,16
1620407750.698,0,0,0,1919,30591,36,33,35.9,16
1620407750.701,1,0,0,1919,30591,35,34,37.88,16
1620407750.804,0,0,0,1919,30591,36,33,35.89,16
1620407750.807,1,0,0,1919,30591,35,34,37.86,16
1620407750.913,0,0,0,1919,30591,36,33,35.91,16
1620407750.917,1,0,0,1919,30591,35,34,37.89,16
1620407751.02,0,0,0,1919,30591,36,33,35.92,16
1620407751.023,1,0,0,1919,30591,35,34,37.9,16
1620407751.126,0,0,0,1919,30591,36,33,35.91,16
1620407751.129,1,0,0,1919,30591,35,34,37.88,16
1620407751.232,0,0,0,1919,30591,36,33,35.9,16
1620407751.236,1,0,0,1919,30591,35,34,37.87,16
1620407751.339,0,0,0,1919,30591,36,33,35.9,16
1620407751.342,1,0,0,1919,30591,35,34,37.87,16
1620407751.445,0,0,0,1919,30591,36,33,35.9,16
1620407751.447,1,0,0,1919,30591,35,34,37.87,16
1620407751.55,0,0,0,1919,30591,36,33,35.92,16
1620407751.556,1,0,0,1919,30591,35,34,37.9,16
1620407751.659,0,0,0,1919,30591,36,33,35.9,16
1620407751.662,1,0,0,1919,30591,35,34,37.87,16
1620407751.766,0,0,0,1919,30591,36,33,35.9,16
1620407751.769,1,0,0,1919,30591,35,34,37.88,16
1620407751.872,0,0,0,1919,30591,36,33,35.9,16
1620407751.877,1,0,0,1919,30591,35,34,37.87,16
1620407751.979,0,0,0,1919,30591,36,33,35.92,16
1620407751.982,1,0,0,1919,30591,35,34,37.9,16
1620407752.085,0,0,0,1919,30591,36,33,35.92,16
1620407752.088,1,0,0,1919,30591,35,34,37.9,16
1620407752.193,0,0,0,1919,30591,36,33,35.9,16
1620407752.197,1,0,0,1919,30591,35,34,37.87,16
1620407752.3,0,0,0,1919,30591,36,33,35.92,16
1620407752.303,1,0,0,1919,30591,35,34,37.9,16
1620407752.406,0,0,0,1919,30591,36,33,35.92,16
1620407752.409,1,0,0,1919,30591,35,34,37.9,16
1620407752.511,0,0,0,1919,30591,36,33,35.91,16
1620407752.514,1,0,0,1919,30591,35,34,37.89,16
1620407752.618,0,0,0,1919,30591,36,33,35.9,16
1620407752.621,1,0,0,1919,30591,35,34,37.87,16
1620407752.724,0,0,0,1919,30591,36,33,35.92,16
1620407752.727,1,0,0,1919,30591,35,34,37.9,16
1620407752.83,0,0,0,1919,30591,36,33,35.92,16
1620407752.833,1,0,0,1919,30591,35,34,37.9,16
1620407752.936,0,0,0,1919,30591,36,33,35.92,16
1620407752.94,1,0,0,1919,30591,35,34,37.9,16
1620407753.043,0,0,0,1919,30591,36,33,35.92,16
1620407753.045,1,0,0,1919,30591,35,34,37.9,16
1620407753.151,0,0,0,1919,30591,36,33,35.92,16
1620407753.154,1,0,0,1919,30591,35,34,37.8,16
1620407753.257,0,0,0,1919,30591,36,33,35.92,16
1620407753.26,1,0,0,1919,30591,35,34,37.9,16
1620407753.363,0,0,0,1919,30591,36,33,35.91,16
1620407753.366,1,0,0,1919,30591,35,34,37.89,16
1620407753.469,0,0,0,1919,30591,36,33,35.92,16
1620407753.472,1,0,0,1919,30591,35,34,37.9,16
1620407753.578,0,0,0,1919,30591,36,33,35.92,16
1620407753.581,1,0,0,1919,30591,35,34,37.9,16
1620407753.684,0,0,0,1919,30591,36,33,35.92,16
1620407753.687,1,0,0,1919,30591,35,34,37.9,16
1620407753.79,0,0,0,1919,30591,36,33,35.92,16
1620407753.793,1,0,0,1919,30591,35,34,37.9,16
1620407753.895,0,0,0,1919,30591,36,33,35.92,16
1620407753.898,1,0,0,1919,30591,35,34,37.9,16
1620407754.001,0,0,0,1919,30591,36,33,35.92,16
1620407754.004,1,0,0,1919,30591,35,34,37.9,16
1620407754.107,0,0,0,1919,30591,36,33,35.92,16
1620407754.11,1,0,0,1919,30591,35,34,37.9,16
1620407754.213,0,0,0,1919,30591,36,33,35.92,16
1620407754.216,1,0,0,1919,30591,35,34,37.9,16
1620407754.319,0,0,0,1919,30591,36,33,35.92,16
1620407754.326,1,0,0,1919,30591,35,34,37.9,16
1620407754.429,0,0,0,1919,30591,36,33,35.92,16
1620407754.432,1,0,0,1919,30591,35,34,37.89,16
1620407754.536,0,0,0,1919,30591,36,33,35.92,16
1620407754.538,1,0,0,1919,30591,35,34,37.9,16
1620407754.641,0,0,0,1919,30591,36,33,35.91,16
1620407754.645,1,0,0,1919,30591,35,34,37.9,16
1620407754.748,0,0,0,1919,30591,36,33,35.91,16
1620407754.751,1,0,0,1919,30591,35,34,37.89,16
1620407754.854,0,0,0,1919,30591,36,33,35.91,16
1620407754.856,1,0,0,1919,30591,35,34,37.87,16
1620407754.961,0,0,0,1919,30591,36,33,35.9,16
1620407754.965,1,0,0,1919,30591,35,34,37.87,16
1620407755.068,0,0,0,1919,30591,36,33,35.89,16
1620407755.071,1,0,0,1919,30591,35,34,37.87,16
1620407755.174,0,0,0,1919,30591,36,33,35.9,16
1620407755.177,1,0,0,1919,30591,35,34,37.87,16
1620407755.28,0,0,0,1919,30591,36,33,35.92,16
1620407755.282,1,0,0,1919,30591,35,34,37.89,16
1620407755.386,0,0,0,1919,30591,36,33,35.9,16
1620407755.388,1,0,0,1919,30591,35,34,37.87,16
1620407755.492,0,0,0,1919,30591,36,33,35.9,16
1620407755.495,1,0,0,1919,30591,35,34,37.87,16
1620407755.598,0,0,0,1919,30591,36,33,35.91,16
1620407755.601,1,0,0,1919,30591,35,34,37.89,16
1620407755.704,0,0,0,1919,30591,36,33,35.92,16
1620407755.707,1,0,0,1919,30591,35,34,37.9,16
1620407755.81,0,0,0,1919,30591,36,33,35.9,16
1620407755.813,1,0,0,1919,30591,35,34,37.87,16
1620407755.916,0,0,0,1919,30591,36,33,35.9,16
1620407755.918,1,0,0,1919,30591,35,34,37.87,16
1620407756.022,0,0,0,1919,30591,36,33,35.91,16
1620407756.029,1,0,0,1919,30591,35,34,37.89,16
1620407756.131,0,0,0,1919,30591,36,33,35.91,16
1620407756.134,1,0,0,1919,30591,35,35,37.89,16
1620407756.237,0,0,0,1919,30591,36,33,35.91,16
1620407756.24,1,0,0,1919,30591,35,34,37.88,16
1620407756.343,0,0,0,1919,30591,36,33,35.9,16
1620407756.348,1,0,0,1919,30591,35,34,37.88,16
1620407756.451,0,0,0,1919,30591,36,33,35.92,16
1620407756.454,1,0,0,1919,30591,35,34,37.89,16
1620407756.557,0,0,0,1919,30591,36,33,35.91,16
1620407756.56,1,0,0,1919,30591,35,34,37.89,16
1620407756.663,0,0,0,1919,30591,36,33,35.92,16
1620407756.665,1,0,0,1919,30591,35,34,37.99,16
